Area_Name,Year,Group_Name,Sub_Group_Name,Victims_Above_50_Yrs,Victims_Total,Victims_Upto_10_15_Yrs,Victims_Upto_10_Yrs,Victims_Upto_15_18_Yrs,Victims_Upto_18_30_Yrs,Victims_Upto_30_50_Yrs
Meghalaya,2009,Murder - Total Victims,3. Total,8,128,2,0,6,85,27
Mizoram,2009,Murder - Total Victims,3. Total,NULL,31,0,NULL,NULL,11,20
Nagaland,2009,Murder - Total Victims,3. Total,1,49,0,0,0,30,18
Odisha,2009,Murder - Total Victims,3. Total,158,1266,1,4,8,551,544
Puducherry,2009,Murder - Total Victims,3. Total,3,39,NULL,1,NULL,16,19
Punjab,2009,Murder - Total Victims,3. Total,56,861,21,33,28,343,380
Rajasthan,2009,Murder - Total Victims,3. Total,159,1417,24,29,44,574,587
Sikkim,2009,Murder - Total Victims,3. Total,1,20,NULL,3,NULL,10,6
Tamil Nadu,2009,Murder - Total Victims,3. Total,339,1857,14,81,10,578,835
Tripura,2009,Murder - Total Victims,3. Total,11,148,5,10,3,56,63
Uttar Pradesh,2009,Murder - Total Victims,3. Total,435,4679,145,71,156,2259,1613
Uttarakhand,2009,Murder - Total Victims,3. Total,14,195,2,2,1,110,66
West Bengal,2009,Murder - Total Victims,3. Total,113,2161,8,5,10,1117,908
Andaman & Nicobar Islands,2010,Murder - Total Victims,3. Total,NULL,10,NULL,NULL,2,2,6
Andhra Pradesh,2010,Murder - Total Victims,3. Total,468,2538,28,22,19,1197,804
Arunachal Pradesh,2010,Murder - Total Victims,3. Total,0,75,0,0,0,55,20
Assam,2010,Murder - Total Victims,3. Total,46,1223,NULL,NULL,10,763,404
Bihar,2010,Murder - Total Victims,3. Total,225,3362,44,26,132,1861,1074
Chandigarh,2010,Murder - Total Victims,3. Total,4,22,0,1,0,6,11
Chhattisgarh,2010,Murder - Total Victims,3. Total,145,1065,13,32,50,358,467
Dadra & Nagar Haveli,2010,Murder - Total Victims,3. Total,NULL,6,NULL,NULL,NULL,1,5
Daman & Diu,2010,Murder - Total Victims,3. Total,0,5,0,0,0,4,1
Delhi,2010,Murder - Total Victims,3. Total,39,577,11,10,18,293,206
Goa,2010,Murder - Total Victims,3. Total,2,35,0,0,1,14,18
Gujarat,2010,Murder - Total Victims,3. Total,110,1082,18,46,7,443,458
Haryana,2010,Murder - Total Victims,3. Total,79,1044,10,6,14,466,469
Himachal Pradesh,2010,Murder - Total Victims,3. Total,19,133,0,5,3,42,64
Jammu & Kashmir,2010,Murder - Total Victims,3. Total,22,235,0,1,0,106,106
Jharkhand,2010,Murder - Total Victims,3. Total,77,1752,2,4,2,1036,631
Karnataka,2010,Murder - Total Victims,3. Total,187,1878,6,45,9,858,773
Kerala,2010,Murder - Total Victims,3. Total,82,405,9,39,1,84,190
Madhya Pradesh,2010,Murder - Total Victims,3. Total,304,2441,40,55,49,978,1015
Maharashtra,2010,Murder - Total Victims,3. Total,322,2837,34,169,34,1222,1056
Manipur,2010,Murder - Total Victims,3. Total,9,101,2,0,0,31,59
Meghalaya,2010,Murder - Total Victims,3. Total,10,137,0,1,1,69,56
Mizoram,2010,Murder - Total Victims,3. Total,9,48,0,0,2,8,29
Nagaland,2010,Murder - Total Victims,3. Total,10,47,0,0,0,20,17
Odisha,2010,Murder - Total Victims,3. Total,104,1319,0,10,2,566,637
Puducherry,2010,Murder - Total Victims,3. Total,8,34,NULL,NULL,NULL,13,13
Punjab,2010,Murder - Total Victims,3. Total,86,945,9,21,18,384,427
Rajasthan,2010,Murder - Total Victims,3. Total,135,1421,22,29,42,567,626
Sikkim,2010,Murder - Total Victims,3. Total,3,17,1,2,NULL,4,7
Tamil Nadu,2010,Murder - Total Victims,3. Total,327,1908,13,63,16,650,839
Tripura,2010,Murder - Total Victims,3. Total,24,159,2,0,0,60,73
Uttar Pradesh,2010,Murder - Total Victims,3. Total,344,4456,82,138,126,2358,1408
Uttarakhand,2010,Murder - Total Victims,3. Total,19,176,1,NULL,2,91,63
West Bengal,2010,Murder - Total Victims,3. Total,120,2415,8,2,6,1177,1102

